Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);TOTAL OPEX
67.73309326;1.2;0.8;99.38%;0.05;148.3905182;3;145.4854126;0.03;0.02;63.65814209;75.97%;0.98;2.751613617;0.1;0.1;2.5;0.8;0.9;0.85;1499.658895;403.3761101;1903.035005
74.88527679;1.2;0.8;92.89%;0.05;141.1982727;3;147.7965698;0.03;0.02;56.75151825;79.39%;0.98;2.15857935;0.1;0.1;2.5;0.8;0.9;0.85;2750.862798;205.4697945;2956.332592
65.00133514;1.2;0.8;98.71%;0.05;144.1075897;3;151.5491638;0.03;0.02;59.3682251;78.15%;0.98;2.059896231;0.1;0.1;2.5;0.8;0.9;0.85;2815.155142;509.9906754;3325.145817
69.47221375;1.2;0.8;98.02%;0.05;145.9336853;3;144.9455719;0.03;0.02;63.61993027;75.96%;0.98;2.131002426;0.1;0.1;2.5;0.8;0.9;0.85;2825.341665;199.481324;3024.822989
56.57394409;1.2;0.8;100.00%;0.05;149.3547363;3;144.2606506;0.03;0.02;63.65077209;75.97%;0.98;2.804965496;0.1;0.1;2.5;0.8;0.9;0.85;2504.524299;542.8201171;3047.344416
66.66049194;1.2;0.8;97.68%;0.05;143.6803131;3;147.2304535;0.03;0.02;65.47133636;74.99%;0.98;2.297384262;0.1;0.1;2.5;0.8;0.9;0.85;2835.149056;153.4900142;2988.63907
73.62615967;1.2;0.8;98.30%;0.05;146.0966644;3;155.5815277;0.03;0.02;69.37077332;72.80%;0.98;2.744572878;0.1;0.1;2.5;0.8;0.9;0.85;3026.762547;373.3279383;3400.090486
74.98129272;1.2;0.8;98.09%;0.05;148.5757294;3;143.5757751;0.03;0.02;54.28203964;80.49%;0.98;2.04877615;0.1;0.1;2.5;0.8;0.9;0.85;2665.831524;194.9935219;2860.825046
69.13497162;1.2;0.8;95.28%;0.05;140.1359863;3;154.446106;0.03;0.02;58.47524643;78.60%;0.98;2.274165154;0.1;0.1;2.5;0.8;0.9;0.85;3099.315125;587.0604131;3686.375538
59.728508;1.2;0.8;99.93%;0.05;146.6422577;3;151.5975189;0.03;0.02;55.95415115;79.80%;0.98;2.687364101;0.1;0.1;2.5;0.8;0.9;0.85;2836.615545;280.800068;3117.415613
58.11349106;1.2;0.8;99.63%;0.05;142.8319855;3;156.4488983;0.03;0.02;52.9307518;81.17%;0.98;2.786259413;0.1;0.1;2.5;0.8;0.9;0.85;3232.550407;591.3592075;3823.909614
61.31808472;1.2;0.8;99.11%;0.05;143.7557526;3;149.7905273;0.03;0.02;53.75304413;80.81%;0.98;2.910840034;0.1;0.1;2.5;0.8;0.9;0.85;2961.951159;350.457144;3312.408303
64.0953598;1.2;0.8;99.64%;0.05;145.3192596;3;158.5320282;0.03;0.02;50.6608696;82.15%;0.98;2.279818058;0.1;0.1;2.5;0.8;0.9;0.85;2866.0733;159.8770241;3025.950324
69.89743042;1.2;0.8;98.92%;0.05;146.1143494;3;154.716095;0.03;0.02;56.74488831;79.43%;0.98;2.546780586;0.1;0.1;2.5;0.8;0.9;0.85;3210.511712;643.3375051;3853.849217
71.86908722;1.2;0.8;98.50%;0.05;145.2266388;3;158.6727905;0.03;0.02;66.48371124;74.41%;0.98;2.219623804;0.1;0.1;2.5;0.8;0.9;0.85;3248.971932;486.1213864;3735.093319
56.20475769;1.2;0.8;99.32%;0.05;143.2071838;3;143.1894073;0.03;0.02;53.23412323;81.04%;0.98;2.537018299;0.1;0.1;2.5;0.8;0.9;0.85;2578.24101;215.4950082;2793.736018
61.46244431;1.2;0.8;99.18%;0.05;145.895752;3;140.5711212;0.03;0.02;58.04943085;78.81%;0.98;2.645654678;0.1;0.1;2.5;0.8;0.9;0.85;2385.084797;163.62253;2548.707327
58.67848587;1.2;0.8;99.77%;0.05;143.2831421;3;159.4670563;0.03;0.02;69.20097351;72.89%;0.98;2.172020435;0.1;0.1;2.5;0.8;0.9;0.85;3110.525817;202.5817688;3313.107586
73.37683105;1.2;0.8;98.15%;0.05;148.0999603;3;143.3371582;0.03;0.02;56.77770233;79.41%;0.98;2.532459021;0.1;0.1;2.5;0.8;0.9;0.85;2906.662127;494.5666453;3401.228773
51.81660461;1.2;0.8;99.65%;0.05;141.3196411;3;147.4345551;0.03;0.02;51.73894119;81.70%;0.98;2.575260162;0.1;0.1;2.5;0.8;0.9;0.85;3020.81966;700.1311298;3720.95079
55.07167053;1.2;0.8;99.97%;0.05;144.2629242;3;156.1786499;0.03;0.02;63.79523468;75.89%;0.98;2.398530483;0.1;0.1;2.5;0.8;0.9;0.85;3182.159843;488.020048;3670.179891
70.78604126;1.2;0.8;99.45%;0.05;149.4913788;3;147.7937775;0.03;0.02;57.49232101;79.08%;0.98;2.437595367;0.1;0.1;2.5;0.8;0.9;0.85;1769.123165;426.0145076;2195.137673
63.69874573;1.2;0.8;99.63%;0.05;145.1775208;3;158.088501;0.03;0.02;50.87326813;82.04%;0.98;2.165683031;0.1;0.1;2.5;0.8;0.9;0.85;3278.667381;531.9895525;3810.656933
67.28204346;1.2;0.8;93.41%;0.05;140.1390533;3;140.2505493;0.03;0.02;66.09367371;74.64%;0.98;2.001639843;0.1;0.1;2.5;0.8;0.9;0.85;2138.00351;474.3304097;2612.333919
50.0866127;1.2;0.8;100.14%;0.05;149.2244873;3;142.5323181;0.03;0.02;66.36507416;74.50%;0.98;2.268425941;0.1;0.1;2.5;0.8;0.9;0.85;489.2075818;337.4778065;826.6853883
71.63756561;1.2;0.8;94.73%;0.05;141.2381134;3;150.7020874;0.03;0.02;58.60136032;78.50%;0.98;2.296142101;0.1;0.1;2.5;0.8;0.9;0.85;2959.544518;377.4009691;3336.945487
73.9749527;1.2;0.8;95.81%;0.05;144.0911865;3;147.1358185;0.03;0.02;66.14345551;74.58%;0.98;2.013338804;0.1;0.1;2.5;0.8;0.9;0.85;2914.537332;319.3416481;3233.87898
61.18261337;1.2;0.8;98.89%;0.05;144.3675385;3;143.4245148;0.03;0.02;60.93699646;77.38%;0.98;2.62035656;0.1;0.1;2.5;0.8;0.9;0.85;2753.270041;223.0880935;2976.358135
50.49897003;1.2;0.8;99.76%;0.05;140.9904022;3;148.3723755;0.03;0.02;69.53823853;72.70%;0.98;2.188446522;0.1;0.1;2.5;0.8;0.9;0.85;1606.585581;522.2911614;2128.876743
59.8536644;1.2;0.8;99.90%;0.05;145.1785889;3;158.260376;0.03;0.02;52.32300568;81.43%;0.98;2.278422356;0.1;0.1;2.5;0.8;0.9;0.85;3154.687079;317.2503111;3471.93739
52.92372894;1.2;0.8;99.16%;0.05;141.3790283;3;141.2505646;0.03;0.02;60.27380753;77.72%;0.98;2.922594309;0.1;0.1;2.5;0.8;0.9;0.85;1882.478742;365.1751653;2247.653907
69.05299377;1.2;0.8;99.01%;0.05;146.3635101;3;152.806076;0.03;0.02;58.72007751;78.47%;0.98;2.563734531;0.1;0.1;2.5;0.8;0.9;0.85;2909.072667;355.2277554;3264.300422
71.62856293;1.2;0.8;97.53%;0.05;146.1768799;3;144.0015717;0.03;0.02;52.40653992;81.41%;0.98;2.794822693;0.1;0.1;2.5;0.8;0.9;0.85;2144.488122;512.8114324;2657.299555
54.75807571;1.2;0.8;99.77%;0.05;143.1243439;3;149.599472;0.03;0.02;51.26468658;81.90%;0.98;2.993322849;0.1;0.1;2.5;0.8;0.9;0.85;3202.512537;720.8718803;3923.384417
54.34144592;1.2;0.8;100.00%;0.05;147.4853821;3;147.7667389;0.03;0.02;61.26237488;77.20%;0.98;2.193742514;0.1;0.1;2.5;0.8;0.9;0.85;2777.251942;329.0701618;3106.322104
65.88096619;1.2;0.8;96.30%;0.05;141.1416321;3;148.307312;0.03;0.02;69.70658875;72.61%;0.98;2.792222977;0.1;0.1;2.5;0.8;0.9;0.85;3075.309802;676.0867239;3751.396525
52.62334824;1.2;0.8;99.91%;0.05;142.8063812;3;151.2851105;0.03;0.02;59.37426758;78.16%;0.98;2.926909924;0.1;0.1;2.5;0.8;0.9;0.85;3236.537087;730.6479191;3967.185006
58.87765121;1.2;0.8;99.83%;0.05;147.0431671;3;142.9127502;0.03;0.02;50.84631729;82.08%;0.98;2.627855301;0.1;0.1;2.5;0.8;0.9;0.85;2304.087223;641.802344;2945.889567
74.60263062;1.2;0.8;92.07%;0.05;141.7608337;3;140.5808411;0.03;0.02;57.41970825;79.02%;0.98;2.080201387;0.1;0.1;2.5;0.8;0.9;0.85;2865.614171;658.2073882;3523.821559
53.60744858;1.2;0.8;99.22%;0.05;141.3727722;3;143.9028625;0.03;0.02;61.97269821;76.85%;0.98;2.594396114;0.1;0.1;2.5;0.8;0.9;0.85;3097.55102;714.8306562;3812.381676
68.95939636;1.2;0.8;98.66%;0.05;145.3076172;3;153.6507416;0.03;0.02;50.15821457;82.32%;0.98;2.127188683;0.1;0.1;2.5;0.8;0.9;0.85;2990.998657;257.4658848;3248.464542
70.44236755;1.2;0.8;96.63%;0.05;144.0590515;3;145.4560852;0.03;0.02;59.3003273;78.18%;0.98;2.447156429;0.1;0.1;2.5;0.8;0.9;0.85;3117.884556;657.6368533;3775.521409
65.15990448;1.2;0.8;99.66%;0.05;147.4622192;3;150.151825;0.03;0.02;67.36885071;73.93%;0.98;2.288513899;0.1;0.1;2.5;0.8;0.9;0.85;3003.35793;296.1662719;3299.524202
73.62648773;1.2;0.8;96.15%;0.05;142.3841095;3;157.6298065;0.03;0.02;51.4070816;81.75%;0.98;2.086953163;0.1;0.1;2.5;0.8;0.9;0.85;3185.352102;706.3972591;3891.749361
69.94091034;1.2;0.8;99.46%;0.05;149.5155487;3;146.0887146;0.03;0.02;69.78768158;72.55%;0.98;2.141264439;0.1;0.1;2.5;0.8;0.9;0.85;2860.024564;435.4468676;3295.471432
70.88533783;1.2;0.8;93.90%;0.05;141.452301;3;143.5478058;0.03;0.02;67.67163086;73.77%;0.98;2.294487953;0.1;0.1;2.5;0.8;0.9;0.85;2911.236013;578.827027;3490.06304
70.04403687;1.2;0.8;99.05%;0.05;146.7526245;3;153.5012054;0.03;0.02;50.04534531;82.42%;0.98;2.478348017;0.1;0.1;2.5;0.8;0.9;0.85;2911.741622;283.3852287;3195.126851
69.28525543;1.2;0.8;98.35%;0.05;147.1590118;3;141.5877686;0.03;0.02;51.71091461;81.71%;0.98;2.714718342;0.1;0.1;2.5;0.8;0.9;0.85;2945.617886;609.5525676;3555.170454
66.20020294;1.2;0.8;99.35%;0.05;147.6713867;3;145.1517334;0.03;0.02;58.6044693;78.52%;0.98;2.417867661;0.1;0.1;2.5;0.8;0.9;0.85;2960.796342;612.1992222;3572.995564
62.3427887;1.2;0.8;98.20%;0.05;141.6594086;3;152.5687866;0.03;0.02;59.81765747;77.92%;0.98;2.091236591;0.1;0.1;2.5;0.8;0.9;0.85;2946.529143;430.6246732;3377.153817
63.36392212;1.2;0.8;99.07%;0.05;145.7013855;3;144.2129364;0.03;0.02;54.69724274;80.39%;0.98;2.76249671;0.1;0.1;2.5;0.8;0.9;0.85;501.7322579;156.7013508;658.4336087
73.38404083;1.2;0.8;94.40%;0.05;141.3371582;3;151.9388733;0.03;0.02;64.3978653;75.57%;0.98;2.750640869;0.1;0.1;2.5;0.8;0.9;0.85;2988.467757;434.2055191;3422.673276
67.19773102;1.2;0.8;98.59%;0.05;143.4225922;3;158.9550629;0.03;0.02;62.26287079;76.70%;0.98;2.608853817;0.1;0.1;2.5;0.8;0.9;0.85;3147.825682;431.9601353;3579.785818
55.15407562;1.2;0.8;100.00%;0.05;147.2731781;3;146.9624023;0.03;0.02;62.40832138;76.61%;0.98;2.336914063;0.1;0.1;2.5;0.8;0.9;0.85;3173.398203;780.3963624;3953.794565
61.80656052;1.2;0.8;99.91%;0.05;149.2840881;3;142.4335175;0.03;0.02;50.88509369;82.06%;0.98;2.206877947;0.1;0.1;2.5;0.8;0.9;0.85;888.3659069;240.5524238;1128.918331
70.6762619;1.2;0.8;99.66%;0.05;148.2144165;3;158.9076996;0.03;0.02;68.7940979;73.13%;0.98;2.795794964;0.1;0.1;2.5;0.8;0.9;0.85;3190.46742;568.7225268;3759.189947
68.72207642;1.2;0.8;99.46%;0.05;146.822876;3;157.1764069;0.03;0.02;61.72967911;76.97%;0.98;2.069203377;0.1;0.1;2.5;0.8;0.9;0.85;2860.193604;162.9102003;3023.103804
55.36167908;1.2;0.8;99.99%;0.05;146.0426025;3;150.2344818;0.03;0.02;54.92605209;80.28%;0.98;2.609157085;0.1;0.1;2.5;0.8;0.9;0.85;2984.030259;446.4214121;3430.451671
62.13709259;1.2;0.8;99.49%;0.05;146.3825684;3;144.8719482;0.03;0.02;58.48193741;78.57%;0.98;2.330534697;0.1;0.1;2.5;0.8;0.9;0.85;3028.418793;665.0332051;3693.451999
60.36846161;1.2;0.8;99.61%;0.05;143.7429504;3;156.7813721;0.03;0.02;52.03829956;81.57%;0.98;2.279379845;0.1;0.1;2.5;0.8;0.9;0.85;3410.40661;797.9837585;4208.390368
65.3899231;1.2;0.8;99.64%;0.05;149.3321991;3;141.056015;0.03;0.02;63.28419876;76.15%;0.98;2.357021809;0.1;0.1;2.5;0.8;0.9;0.85;2754.839008;369.8588425;3124.697851
52.21120453;1.2;0.8;100.00%;0.05;145.8729706;3;144.9534149;0.03;0.02;59.66576385;77.98%;0.98;2.063727379;0.1;0.1;2.5;0.8;0.9;0.85;3179.162542;752.9813446;3932.143887
53.69877625;1.2;0.8;100.00%;0.05;144.7849121;3;154.7996826;0.03;0.02;57.6733284;78.99%;0.98;2.605634928;0.1;0.1;2.5;0.8;0.9;0.85;3083.191487;383.9517025;3467.14319
68.62030792;1.2;0.8;96.52%;0.05;141.5311737;3;153.9095154;0.03;0.02;59.08163452;78.31%;0.98;2.95871973;0.1;0.1;2.5;0.8;0.9;0.85;3080.186121;630.6977104;3710.883831
63.14610672;1.2;0.8;99.98%;0.05;148.8167725;3;153.396637;0.03;0.02;68.51821899;73.29%;0.98;2.733539581;0.1;0.1;2.5;0.8;0.9;0.85;2860.476783;277.6714515;3138.148234
55.65138245;1.2;0.8;100.00%;0.05;149.8258209;3;142.7500305;0.03;0.02;51.73488617;81.70%;0.98;2.934511662;0.1;0.1;2.5;0.8;0.9;0.85;2978.501049;620.6412815;3599.142331
55.91300583;1.2;0.8;99.99%;0.05;146.1854553;3;152.0507202;0.03;0.02;58.95730591;78.37%;0.98;2.957471609;0.1;0.1;2.5;0.8;0.9;0.85;3324.397145;775.2894858;4099.686631
61.04459381;1.2;0.8;99.79%;0.05;147.8437042;3;142.7042084;0.03;0.02;62.68777084;76.48%;0.98;2.41926384;0.1;0.1;2.5;0.8;0.9;0.85;-114.8335329;281.3449284;166.5113955
66.76357269;1.2;0.8;98.28%;0.05;144.549057;3;148.5634766;0.03;0.02;64.33604431;75.61%;0.98;2.663112164;0.1;0.1;2.5;0.8;0.9;0.85;3199.078372;717.1005439;3916.178916
58.8340683;1.2;0.8;98.88%;0.05;141.1188965;3;154.3177032;0.03;0.02;69.0533371;72.95%;0.98;2.033521652;0.1;0.1;2.5;0.8;0.9;0.85;2915.163858;166.7102546;3081.874112
55.77928925;1.2;0.8;98.63%;0.05;141.1847839;3;143.0215607;0.03;0.02;53.14442444;81.07%;0.98;2.264462709;0.1;0.1;2.5;0.8;0.9;0.85;3015.076554;731.4830804;3746.559634
55.20723724;1.2;0.8;100.00%;0.05;146.6014709;3;149.6400757;0.03;0.02;53.43288803;80.95%;0.98;2.574586391;0.1;0.1;2.5;0.8;0.9;0.85;3015.96947;342.8634344;3358.832905
67.34339905;1.2;0.8;95.73%;0.05;142.2077484;3;142.4842834;0.03;0.02;52.95446396;81.13%;0.98;2.313220024;0.1;0.1;2.5;0.8;0.9;0.85;2963.752557;524.3254527;3488.078009
50.61424255;1.2;0.8;100.65%;0.05;148.1262512;3;159.4123077;0.03;0.02;62.3535347;76.65%;0.98;2.25089407;0.1;0.1;2.5;0.8;0.9;0.85;3200.536696;377.9266322;3578.463328
70.37526703;1.2;0.8;97.50%;0.05;144.2897339;3;150.6711578;0.03;0.02;61.35772324;77.17%;0.98;2.858151197;0.1;0.1;2.5;0.8;0.9;0.85;2815.333177;259.8842785;3075.217456
58.12728119;1.2;0.8;99.49%;0.05;144.3815918;3;145.2542419;0.03;0.02;69.70565033;72.60%;0.98;2.166386604;0.1;0.1;2.5;0.8;0.9;0.85;3205.355915;804.7050046;4010.06092
54.81477356;1.2;0.8;100.00%;0.05;148.8778381;3;142.6493073;0.03;0.02;61.90278244;76.87%;0.98;2.054468632;0.1;0.1;2.5;0.8;0.9;0.85;2599.377829;796.0417859;3395.419615
53.05000687;1.2;0.8;100.43%;0.05;149.3781281;3;156.8521729;0.03;0.02;65.18040466;75.15%;0.98;2.054890633;0.1;0.1;2.5;0.8;0.9;0.85;2871.612166;164.6269555;3036.239122
59.35668945;1.2;0.8;99.98%;0.05;148.9133911;3;144.5210266;0.03;0.02;65.03275299;75.20%;0.98;2.023205042;0.1;0.1;2.5;0.8;0.9;0.85;2728.959845;155.4455653;2884.40541
53.77689362;1.2;0.8;100.00%;0.05;145.4174957;3;154.146286;0.03;0.02;67.70723724;73.74%;0.98;2.264488697;0.1;0.1;2.5;0.8;0.9;0.85;3299.467627;725.5205966;4024.988223
55.43503189;1.2;0.8;100.04%;0.05;148.0505219;3;158.1112518;0.03;0.02;54.022789;80.69%;0.98;2.960588455;0.1;0.1;2.5;0.8;0.9;0.85;3205.455148;634.3719677;3839.827116
58.90259933;1.2;0.8;100.00%;0.05;148.5610809;3;154.5181732;0.03;0.02;63.89137268;75.85%;0.98;2.99189806;0.1;0.1;2.5;0.8;0.9;0.85;3171.87265;615.835397;3787.708046
62.45745468;1.2;0.8;98.36%;0.05;142.3750916;3;150.6551208;0.03;0.02;55.91756439;79.82%;0.98;2.497417212;0.1;0.1;2.5;0.8;0.9;0.85;2935.44267;364.1472504;3299.58992
65.58136749;1.2;0.8;99.09%;0.05;146.5988007;3;144.9783478;0.03;0.02;51.45131302;81.82%;0.98;2.766841888;0.1;0.1;2.5;0.8;0.9;0.85;3017.624279;524.3623647;3541.986644
69.28961945;1.2;0.8;97.83%;0.05;144.6232605;3;149.4853821;0.03;0.02;57.46878815;79.07%;0.98;2.308434963;0.1;0.1;2.5;0.8;0.9;0.85;3092.532251;747.3255496;3839.857801
69.13637543;1.2;0.8;99.93%;0.05;149.5178528;3;159.3536835;0.03;0.02;67.65635681;73.76%;0.98;2.18642807;0.1;0.1;2.5;0.8;0.9;0.85;3375.854683;744.1743021;4120.028985
61.98957062;1.2;0.8;96.45%;0.05;140.9004059;3;141.7199402;0.03;0.02;66.0727005;74.67%;0.98;2.971705675;0.1;0.1;2.5;0.8;0.9;0.85;2784.120135;310.3120416;3094.432177
68.91912079;1.2;0.8;95.03%;0.05;142.4714355;3;140.4750061;0.03;0.02;62.76405716;76.44%;0.98;2.899520397;0.1;0.1;2.5;0.8;0.9;0.85;2798.647884;344.1107918;3142.758676
57.79211044;1.2;0.8;100.10%;0.05;149.899765;3;158.9494019;0.03;0.02;55.70756912;79.91%;0.98;2.077988625;0.1;0.1;2.5;0.8;0.9;0.85;3197.475229;502.9680469;3700.443276
55.41880417;1.2;0.8;99.08%;0.05;141.2474976;3;147.3645325;0.03;0.02;58.45777512;78.61%;0.98;2.841117382;0.1;0.1;2.5;0.8;0.9;0.85;1361.957012;431.6953528;1793.652365
70.34317017;1.2;0.8;97.25%;0.05;144.6212006;3;146.9244843;0.03;0.02;57.87120438;78.88%;0.98;2.590113401;0.1;0.1;2.5;0.8;0.9;0.85;3079.461733;533.1779133;3612.639646
53.62169266;1.2;0.8;99.06%;0.05;140.2375183;3;147.4233856;0.03;0.02;51.28413391;81.90%;0.98;2.716723442;0.1;0.1;2.5;0.8;0.9;0.85;2988.115154;378.7892629;3366.904417
56.1842041;1.2;0.8;99.88%;0.05;146.5899963;3;140.2435608;0.03;0.02;57.51843643;79.06%;0.98;2.452354908;0.1;0.1;2.5;0.8;0.9;0.85;616.9360043;220.6229551;837.5589594
72.62049866;1.2;0.8;96.28%;0.05;142.9052582;3;153.6191101;0.03;0.02;61.09055328;77.30%;0.98;2.736727715;0.1;0.1;2.5;0.8;0.9;0.85;3281.624875;757.1941413;4038.819016
67.48652649;1.2;0.8;95.91%;0.05;142.5755463;3;142.0402069;0.03;0.02;53.99863052;80.70%;0.98;2.449808359;0.1;0.1;2.5;0.8;0.9;0.85;1087.305229;395.6960906;1483.001319
61.4737587;1.2;0.8;99.21%;0.05;144.7554626;3;146.673111;0.03;0.02;64.46272278;75.54%;0.98;2.600775242;0.1;0.1;2.5;0.8;0.9;0.85;2755.794021;546.2494915;3302.043512
61.03572083;1.2;0.8;99.10%;0.05;143.8101654;3;148.6706085;0.03;0.02;66.99317932;74.14%;0.98;2.317764282;0.1;0.1;2.5;0.8;0.9;0.85;2768.113105;188.928028;2957.041133
71.31519318;1.2;0.8;98.77%;0.05;148.8026733;3;142.2482452;0.03;0.02;53.162117;81.08%;0.98;2.732145786;0.1;0.1;2.5;0.8;0.9;0.85;2728.487438;395.7498587;3124.237297
63.46601105;1.2;0.8;99.97%;0.05;147.7077789;3;159.4011078;0.03;0.02;67.45301819;73.86%;0.98;2.101083517;0.1;0.1;2.5;0.8;0.9;0.85;3157.848157;375.7330656;3533.581223
73.71311188;1.2;0.8;94.74%;0.05;143.5399323;3;143.136261;0.03;0.02;57.56348801;79.04%;0.98;2.762125015;0.1;0.1;2.5;0.8;0.9;0.85;2566.502995;160.8569457;2727.35994
67.74462128;1.2;0.8;96.81%;0.05;142.0827332;3;151.0957489;0.03;0.02;53.53610229;80.91%;0.98;2.763572216;0.1;0.1;2.5;0.8;0.9;0.85;2893.152886;338.5207046;3231.673591
60.27974319;1.2;0.8;99.52%;0.05;143.4075317;3;156.4453125;0.03;0.02;55.09238052;80.18%;0.98;2.264383316;0.1;0.1;2.5;0.8;0.9;0.85;3231.186212;528.4439016;3759.630114
60.906147;1.2;0.8;99.04%;0.05;141.8684845;3;157.9036865;0.03;0.02;51.54492188;81.74%;0.98;2.047356844;0.1;0.1;2.5;0.8;0.9;0.85;3070.515827;429.4977282;3500.013555
73.53066254;1.2;0.8;95.38%;0.05;141.761795;3;155.7874756;0.03;0.02;63.6626091;75.97%;0.98;2.739346981;0.1;0.1;2.5;0.8;0.9;0.85;2942.996234;224.6928644;3167.689099
58.03696442;1.2;0.8;100.00%;0.05;148.3364105;3;155.9467316;0.03;0.02;61.8639946;76.91%;0.98;2.582259178;0.1;0.1;2.5;0.8;0.9;0.85;3181.481141;569.3526826;3750.833823
68.99411774;1.2;0.8;98.67%;0.05;146.3438263;3;148.4661865;0.03;0.02;60.11377335;77.79%;0.98;2.848577023;0.1;0.1;2.5;0.8;0.9;0.85;3012.29458;587.270413;3599.564993
67.50956726;1.2;0.8;96.19%;0.05;140.8144989;3;153.006897;0.03;0.02;69.89738464;72.48%;0.98;2.245171309;0.1;0.1;2.5;0.8;0.9;0.85;2897.724832;318.8559404;3216.580772
58.57045364;1.2;0.8;99.95%;0.05;147.24823;3;147.6638336;0.03;0.02;63.64875031;75.98%;0.98;2.899140358;0.1;0.1;2.5;0.8;0.9;0.85;2884.04308;481.7230937;3365.766174
62.46696091;1.2;0.8;96.52%;0.05;140.9061584;3;143.2138062;0.03;0.02;62.00616074;76.83%;0.98;2.769430637;0.1;0.1;2.5;0.8;0.9;0.85;2825.142806;423.3753447;3248.518151
60.14143372;1.2;0.8;99.94%;0.05;147.391861;3;149.6291962;0.03;0.02;64.27120972;75.64%;0.98;2.577988625;0.1;0.1;2.5;0.8;0.9;0.85;3063.575674;546.3382986;3609.913973
58.55703354;1.2;0.8;100.00%;0.05;149.2089081;3;146.732254;0.03;0.02;66.44594574;74.46%;0.98;2.60419488;0.1;0.1;2.5;0.8;0.9;0.85;3127.60871;593.274257;3720.882967
53.4296608;1.2;0.8;100.00%;0.05;145.482605;3;155.8649597;0.03;0.02;56.22309113;79.68%;0.98;2.936329365;0.1;0.1;2.5;0.8;0.9;0.85;3148.812757;399.7418082;3548.554565
72.91693115;1.2;0.8;97.46%;0.05;144.5331879;3;154.4496765;0.03;0.02;59.30438995;78.17%;0.98;2.023817062;0.1;0.1;2.5;0.8;0.9;0.85;3177.93808;721.1126272;3899.050707
67.10791779;1.2;0.8;94.80%;0.05;141.4881287;3;140.3152161;0.03;0.02;56.42211914;79.58%;0.98;2.624004841;0.1;0.1;2.5;0.8;0.9;0.85;2814.784663;594.5566534;3409.341316
64.40743256;1.2;0.8;99.64%;0.05;145.621048;3;157.6637115;0.03;0.02;55.4386673;80.03%;0.98;2.487220526;0.1;0.1;2.5;0.8;0.9;0.85;3086.284635;298.6179098;3384.902545
72.15856934;1.2;0.8;95.91%;0.05;144.604599;3;141.5529785;0.03;0.02;67.89929962;73.64%;0.98;2.37386322;0.1;0.1;2.5;0.8;0.9;0.85;2698.91921;152.315232;2851.234442
55.09732437;1.2;0.8;99.86%;0.05;145.3649597;3;142.7696075;0.03;0.02;64.41298676;75.55%;0.98;2.247273922;0.1;0.1;2.5;0.8;0.9;0.85;3061.269152;615.8298563;3677.099008
56.48292542;1.2;0.8;99.94%;0.05;143.7254333;3;159.9676208;0.03;0.02;68.23641968;73.45%;0.98;2.73613739;0.1;0.1;2.5;0.8;0.9;0.85;3059.982188;153.6910398;3213.673228
57.99777603;1.2;0.8;99.99%;0.05;147.5265045;3;150.9477692;0.03;0.02;51.43608856;81.82%;0.98;2.210166216;0.1;0.1;2.5;0.8;0.9;0.85;3070.278395;577.6111189;3647.889514
55.76060867;1.2;0.8;99.49%;0.05;140.41008;3;159.9524689;0.03;0.02;63.00354385;76.29%;0.98;2.062816143;0.1;0.1;2.5;0.8;0.9;0.85;2975.414247;291.4670652;3266.881312
61.04671478;1.2;0.8;99.41%;0.05;145.9551849;3;142.8513031;0.03;0.02;63.29874039;76.15%;0.98;2.044781685;0.1;0.1;2.5;0.8;0.9;0.85;1184.35689;539.3649121;1723.721802
65.55893707;1.2;0.8;99.12%;0.05;144.3527679;3;157.0922394;0.03;0.02;64.19652557;75.68%;0.98;2.742022991;0.1;0.1;2.5;0.8;0.9;0.85;2905.064128;169.5655044;3074.629633
67.34320068;1.2;0.8;98.93%;0.05;146.3071136;3;148.2934265;0.03;0.02;59.31125259;78.18%;0.98;2.542074919;0.1;0.1;2.5;0.8;0.9;0.85;2901.705687;414.7476333;3316.453321
59.69230652;1.2;0.8;98.47%;0.05;141.3512115;3;150.3505554;0.03;0.02;53.67449951;80.84%;0.98;2.682387352;0.1;0.1;2.5;0.8;0.9;0.85;3149.967323;765.7347625;3915.702086
66.63179779;1.2;0.8;93.95%;0.05;140.2638245;3;140.9350128;0.03;0.02;67.24095154;74.01%;0.98;2.22444582;0.1;0.1;2.5;0.8;0.9;0.85;2356.040962;565.5553596;2921.596322
64.83155823;1.2;0.8;99.17%;0.05;143.7754211;3;159.2574615;0.03;0.02;51.59737396;81.72%;0.98;2.047423363;0.1;0.1;2.5;0.8;0.9;0.85;2950.921972;166.2314142;3117.153386
